Unnamed: 0,title,text,label
61369,Is A Birthday Surprise Coming For Hillary Criminalton? Kim Dotcoms Mysterious Tweet.,"We Are Change 
Wikileaks helped celebrate Hillary Criminalton’s birthday Wednesday by gifting Hillary and the American people another glimpse into Clinton land. Corruption, dirty tricks all to get the Presidency the tactic hasn’t changed since Arkansas. Do whatever it takes. Wikileaks has now proven the Clinton’s past allegations of corruption likely to be true, all those talks over the years of Hillary claiming Bill’s sexual assaults were fraudulent are now bluntly obvious Hillary’s ill attitude towards staff is also confirmed the “right wing” conspiracy is clearly seen and it’s one against the American people to rig the election. Now Wikileaks may have something in the works a potential birthday surprise for Mrs. Clinton according to Kim DotCom a friend of Julian Assange.
Kim Dotcom tweeted out a series of mysterious tweets today that suggest Wikileaks could potentially have a Birthday wish for Hillary Clinton containing her 33,000 work related emails later this evening.
Does @Wikileaks have 33,000 explosive candles for Hillary's birthday cake? Maybe?! ?
— Kim Dotcom (@KimDotcom) October 26, 2016 
Ring Ring ??
— Kim Dotcom (@KimDotcom) October 26, 2016 
Oh no! @wikileaks pic.twitter.com/HcHRNl3pMq 
— Kim Dotcom (@KimDotcom) October 26, 2016 
Bleachbit(ch) can't bleach it ?
— Kim Dotcom (@KimDotcom) October 26, 2016 

 
Kim Dotcom additionally hinted in an interview in May, 14th, 2015 that “Julian Assange and Wikileaks would be Hillary’s worst nightmare in 2016,” prior to Guccifer 2.0 prior to the DNC leak, Collin Powell’s emails, Podesta’s emails, Obama’s emails and the list goes on and on..
Either Kim Dotcom knew what Wikileaks had or he’s the new age Nostradamus. The next keypoint is that Kim DotCom knows Julian Assange they talk as seen in the video below Kim Dotcom is asked by Bloomberg reporter, Ali Elkin , “How often do you talk to Julian Assange.” Dotcom responds, “Why is that important to you? Look I like these guys I look up to them I think they are very brave they are going through a very hard time you know and they chose to do that for the betterment of all of us so yeah I love to talk to them.”
Later on in the interview DotCom was questioned about another previous tweet that “he would be Hillary’s worst nightmare in 2016.” Dotcom then went on to correct himself saying “I have to say really it’s more Julian but I am aware of some of the things that are going to be roadblocks well he has access to information I don’t know the specifics.”
Is it possible that Kim Dotcom was tipped off by Julian Assange that a birthday gift from Wikileaks the international whistle-blower organization to Hillary Clinton may drop later on tonight? We will soon find out, If these tweets were just Dotcom trolling or if he was serious and a massive leak is about to happen that could potentially end the campaign presidency of Hillary Rodham Clinton. Stay tuned to we are change we will keep you up to date and will break news if Wikileaks leaks “explosive candles” as Dotcom put it for Hillary Clinton.
 
 
 
 
 
 
The post Is A Birthday Surprise Coming For Hillary Criminalton? Kim Dotcoms Mysterious Tweet. appeared first on We Are Change .
",1
45687,MISLEADING MAINSTREAM MEDIA Is Pushing False Narrative That Trump Electors Could Steal Election From Him …Why It’s Not Gonna Happen…And Why Their Attack On Our Democracy Is A Really BAD Idea,"Here is Michigan elector Michael Banerian telling about death threats that he s received over his vote for Trump on Monday.The leftist media has encouraged the (insanely impossible) idea that Trump could be defeated by the Electoral College, by using misleading headlines, like the one below from USA Today to help fuel the idea that Trump is not really that popular after all: The New York Times has shamelessly published several articles pushing the narrative that Trump could be ousted on December 19th when the electoral votes are cast for President:The Washington Post has also falsely promoted the idea that there was a real possibility Trump could be defeated on Monday:And finally, only two days ago, NBC News published this embarrassing piece on the possibility of an electoral coup on Monday, clearly written to cast doubt on the legitimacy of Trump s presidency:In a typical election year, the mid-December meeting of the electoral college interests only political junkies and civics teachers.Not this time.As the electors prepare to vote Monday, many say they have been besieged by phone calls and e-mails. One already resigned. Another said he won t vote as his state did. And electors in three states went to court seeking authority to vote as they please.Hillary Clinton s victory in the popular   but not the electoral   vote and uncertainty about Donald Trump have generated unusual interest in an event that is usually a political footnote.Members of the Electoral College will cast their historic votes for the next president of the United States on Monday. In the meantime, they are under siege.The nation s 538 presidential electors have been thrust into the political foreground like never before in American history. In the aftermath of a uniquely polarizing presidential contest, the once-anonymous electors are squarely in the spotlight, targeted by death threats, harassing phone calls and reams of hate mail. One Texas Republican elector said he s been bombarded with more than 200,000 emails. I never can imagine harassing people like this. It s just f  up,  said Jim Rhoades, a Republican elector from Michigan who runs a home inspection service.  I ve lost a bunch of business. In recent decades, the Electoral College had become such a reliable rubber stamp of Election Day results that it was viewed as an afterthought.But with many Democrats desperate to block the all-but-certain ascension of Donald Trump to the White House, this long-neglected body has been gripped by turmoil, and its members have been subjected to pleas to upend centuries of tradition by casting their votes for someone other than the president-elect.There have been ad campaigns targeting electors and op-eds assailing their role. One Democratic member of Congress has called to delay the vote for president while an investigation of Russian involvement in the election is underway. Two others have pleaded with electors to consider Russia s role when deciding how to vote. Progressive groups are preparing protests across the country at sites where electors will meet to cast their ballots. Personal contact information for many electors has been posted publicly   and it s been used to bury them with massive email campaigns.Chris Suprun of Texas, the only GOP elector to publicly oppose Trump, has been especially battered by criticism   mainly from fellow Republicans, including party leaders who have questioned his integrity.Here is Tucker Carlson embarrassing Chris Suprun, as he attempts to explain why he won t vote for Trump: https://youtu.be/7oOhwHG2Gb4Suprun announced his intention to vote for someone other than Trump in a New York Times op-ed, recalling his service on Sept. 11, 2001, as a first responder to the attack on the Pentagon. On Friday, a Texas television station ran a story accusing Suprun of inventing his 9/11 role, the story that Suprun built his career around. The charge, based on a discrepancy with Suprun s LinkedIn page, featured an anonymous former colleague accusing Suprun of  stolen valor.   PoliticoEarlier this year, former deputy White House chief of staff Roy Neel published a whimsical piece of political fiction about  faithless electors  changing a presidential election outcome. In The Electors, an incumbent Republican president loses the popular vote and falls three electors short in the Electoral College as well. His devilish chief of staff hatches a plot that succeeds in turning two  faithless electors  against the Democratic candidate they were pledged   but not required by law   to support. Because a third turncoat has a massive heart attack before her vote is technically cast, the election goes to the House and the incumbent prevails.I have seen no particular evidence that the shadowy anti-Trump group trying to overturn the 2016 election with Electoral College defections was inspired by Neel s book. But it is so wildly unrealistic and potentially counterproductive that by comparison The Electors is a work of gritty realism.Technically, there are 21 states with 236 electoral votes (135 of them won by Trump) where laws do not require electors to vote for the popular-vote winner in that state. It is also theoretically possible that lawsuits being filed to strike down the coercive laws in the other 29 states (plus the District of Columbia) that sanction  faithless electors  could succeed, though there is no way they could succeed before the Electoral College casts its votes on December 19.The bigger problem is that interest in denying Trump the presidency through a campus riot in the Electoral College is pretty much limited to Democrats.The idea of Republican electors turning against Donald Trump found some traction back in the days when the mogul had nailed down the Republican presidential nomination over the violent objections of much of the GOP. It was the general-election equivalent of all the ultimately vain talk about a revolt of pledged Republican convention delegates determined to keep the demagogue away from the White House. Two Republican electors, one from Georgia and another from Texas, publicly expressed doubts they could bring themselves to cast votes for Trump (two Democratic electors expressed similar reluctance to vote for Hillary Clinton).Two things changed radically to re-consign the  faithless elector  scenario to the pages of fiction. First, of course, Donald Trump did not win the Electoral College vote by the two or three votes that might have made a very small group of renegades potential coup-makers. It would now take a defection of 37 electors to undo the deed of November 8. Beyond that, the Republican Party is no longer in open or even covert revolt against Donald Trump. In a process that began the moment he won the presidential nomination, the GOP has dutifully lined up in support of its president-elect. An awful lot of the anti-Trump sentiment Republicans exhibited earlier this year involved fears that he would lose badly and drag down the Republican-controlled Congress with him. Those fears are obviously moot today. No Republicans in Washington or in the states will offer cover to a faithless elector, much less 37 of them. It is so not happening.And so the plea made most conspicuously by Harvard law professor and political busybody Lawrence Lessig, that Republican electors rear up on their constitutional hind legs and award the presidency to Hillary Clinton as the popular vote winner, does not even pass the laugh test. Other members of the putsch cabal depart from Lessig by promoting a scenario whereby Trump-hating Republicans and Clinton-hating Democrats could join hands to elect somebody else entirely.And even if the moon turned blue and somehow a coup did happen, there is a fail-safe opportunity for Republicans when Congress meets to count and certify the Electoral College vote. Congress could choose to disregard the actions of  faithless electors  (with support from GOP officials in the affected states) and certify Trump as the winner. And if (and we are deep into science fiction at this point) the Electoral College does not clearly award anyone with 270 electoral votes, then the House would name Donald Trump president anyway.  NYmag ",1
69052, Richard Dreyfuss Just Showed ‘Little-Dick’ Donald Trump How To Win A Twitter Battle (TWEETS),"Richard Dreyfuss has provided us with some of the finest moments in movie and television history. His ability to run the table on acting to bring us everything from Mr. Holland to Dick Cheney to Bob s savior, Dr. Leo Marvin, has made him a Hollywood icon and fan favorite for more than four decades. In the age of social media, Dreyfuss is also proving himself to be an amply armed Twitter warrior, taking on the likes of none other than Donald J. Trump.Dreyfuss isn t so much upset about Trump s following of low-hanging fruit; they are as he puts it,  struggling.  The celebrities who have endorsed Trump? Dreyfuss views them in a different light altogether:The saddest people aren't Donald Trump's supporters. They're really struggling. It's Donald Trump's celebrity supporters who are whores.  Richard Dreyfuss (@RichardDreyfuss) May 30, 2016It s their souls they re whoring out for Trump, and it truly is sickening. To see people who would otherwise be considered intelligent and educated jumping on the Trump train to nowhere is infuriating not only to their fans with half a brain but to Dreyfuss as well. Luckily for Hollywood, people twisted enough to support the orange one aren t exactly A-listers, with Jon Voight being the closest thing to a decent actor in the bunch.After the shot at the Kirstie Alleys and Ted Nugents of the world, Dreyfuss moved on to Trump himself, taking a shot at his  off the cuff  style of speaking, which we like to call  racism :I get the thing about ""off the cuff speaking."" I get it! But when that speaking is dedicated to hurting latino americans, you're a racist.  Richard Dreyfuss (@RichardDreyfuss) May 30, 2016We don t need Richard Dreyfuss to tell us that Trump is a racist; it s as obvious as the comb-over. It s always nice, however, to see a public figure adored by so many dropping truth bombs on the Republicans  latest choice to destroy America. Dreyfuss wasn t quite finished yet, however, letting people know that his opinions aren t just speculative; he has actually had experience dealing with Trump in person:I met Donald Trump a few times but first was a party in Malbu where he got very upset that his date had the gault to speak with other guests  Richard Dreyfuss (@RichardDreyfuss) May 30, 2016And there s the Donald Trump we all know and despise. If you ve never experienced a man becoming so jealous that his date actually has a mind of her own that he loses his cool, you can t quite appreciate how it affects you. It s infuriating. Trump didn t just get a little upset, either. He was so butthurt that he acted like a  small-dicked prick,  forcing her to leave and causing those left behind to wonder if he would hurt her:He acted like a small dicked prick and pusher from the party and left of us wondering if we had made a mistake letter her go with him  Richard Dreyfuss (@RichardDreyfuss) May 30, 2016Autocorrect seems to have gotten the best of him there, but the implications are clear: Donald Trump is a deplorable human being whose own actions have caused people to fear for the safety of women he s dated. With that, Dreyfuss ended his anti-Trump Twitter barrage. Trump decided not to engage, as is usually the case when someone calls him out for his treatment of women.Game, set and match: Dreyfuss. And THAT is how to win a Twitter battle against Donald Trump. Embarrass him to the point that he stays out of it altogether.Featured image by John Sciulli/Spencer Platt/Getty Images",1
20562,U.S. stance on auto industry sows more doubt about NAFTA overhaul,"ARLINGTON, Va. (Reuters) - The Trump administration on Friday demanded that U.S.-made  content account for half the value of the cars and trucks sold under the North American Free Trade Agreement, raising further doubts about any potential deal to renew the pact. Three sources briefed on the protectionist U.S. proposal, which is in line with President Donald Trump’s goal of shrinking a trade deficit with Mexico and stemming the loss of U.S. manufacturing jobs, said it also seeks sharply higher North American automotive content overall. The proposal was made during contentious talks in Washington, in the fourth of seven planned rounds of negotiations to overhaul the treaty. Some Mexican sources denounced it as “absurd,” but Juan Carlos Baker, Mexico’s deputy economy minister, put a brave face on the state of NAFTA negotiations at the halfway point. “There’s no question there are some difficult proposals,” Baker told reporters at Mexico’s embassy in Washington. He said Mexico will consider all of them, though he said, “It’s clear to us that there are certain things that are proposals that go against the country’s objectives.” Trump, who claims that the original 1994 pact has been a disaster for the United States, is threatening to walk away from the agreement unless major changes are made. Washington’s auto industry gambit came hot on the heels of its demand that NAFTA also contain a so-called sunset clause. That could mean any new deal expires in five years, an idea that Canada and Mexico also strongly oppose. Although sources briefed on the talks describe the mood as sour, Mexican and Canadian politicians say there is no question of leaving the table for now. A collapse of NAFTA would wreak havoc throughout the North American economy, disrupting highly integrated manufacturing supply chains and agricultural exports with steep tariffs that would snap back into place. Trade among the three countries has more than quadrupled since 1994 to over $1.2 trillion annually. Sources close to the talks said Washington wants to increase the North American content requirement for trucks, autos and large engines to 85 percent from 62.5 percent over a period of years. That is in addition to its insistence that 50 percent of the products used in vehicle be U.S.-made within the first year of a signed deal. The proposal also requires that steel, aluminum, copper, plastics, electronics and other parts be sourced from North America for vehicles to qualify for NAFTA tariff-free status. Trump has made clear he prefers bilateral trade deals, and skeptics wonder whether the U.S. demands are part of an “America First” strategy designed to ensure the current talks fail. The U.S. Chamber of Commerce has listed the demand for a greater use of U.S.-made products for vehicles among a number of “poison pill” proposals that it said would torpedo the talks. {nL4N1ML4JW] The chamber says the proposal would cost jobs, since automakers and parts suppliers would likely forgo NAFTA benefits and simply pay the 2.5 percent U.S. tariff for imported cars and many parts. Unifor, the union which represents most of Canada’s auto workers, said the U.S. proposals were deliberately untenable.  “Frankly, I think this is a bully move by the American government,” Unifor President Jerry Dias said in a statement. Trump officials say current rules are too lax and allow auto companies to bring in too many cheap parts from China and other low-wage Asian countries. Mexico is heavily dependent on the United States and NAFTA for its economic viability, and uncertainty over the outcome of the talks helped push the Mexican peso to near five-month lows this week. Canadian officials said it was too soon to write off the deal-making process. They noted that U.S. Trade Representative Robert Lighthizer, Canadian Foreign Minister Chrystia Freeland and Mexican Economy Minister Ildefonso Guajardo were due to meet in Washington on Tuesday to take stock of the negotiations. Separately, U.S. negotiators on Friday formally asked Canada to address a bilateral dispute over dairy pricing, a request the Canadians are set to resist, sources familiar with the talks said. ",0
42599,Germany hopes for improvement in Turkey ties after new prisoner release,"BERLIN (Reuters) - German Foreign Minister Sigmar Gabriel said Turkey s decision to release a sixth German citizen from jail on Thursday gave hope that relations between the two NATO allies could improve after plumbing new lows following a failed coup in 2016. The decision to allow pilgrim David Britsch to return to Germany follows the release earlier this week of German journalist Mesale Tolu after nearly eight months in prison.  Decisions such as these give hope that we can rebuild trust step by step and relax the bilateral relationship,  Gabriel said in a statement released late on Thursday. Gabriel said he had agreed with his Turkish counterpart Mevlut Cavusoglu to continue talks given the  difficult issues  that still had to be resolved. Germany is home to some 3 million people of Turkish heritage.  Following recent rulings in Turkey, six persons have now been released from prisons or allowed to leave,  Gabriel said.  And in the case of the imprisoned journalist Deniz Yucel, the Turkish judiciary has at least made the conditions for detention easier. The next urgent step here is the presentation of an indictment.  The releases come two weeks after German federal prosecutors dropped an investigation against a dozen Muslim clerics who were suspected of spying in Germany on behalf of the Turkish government. Tolu was charged with being a member of a terrorist organization and publishing terrorist propaganda following the July 2016 coup. She was released on the condition that she does not leave the country.  German politicians have been outspoken critics of Turkey s security crackdown since the coup. Tens of thousands of Turks have been jailed, including around a dozen who hold German citizenship.  Ankara has criticized Berlin for not handing over asylum seekers it accuses of involvement in the failed coup. It says  U.S.-based cleric Fetullah Gulen was the mastermind of the coup, but Gulen denies involvement. ",0
14181,Marie Kondo: How to Choose Happiness - The New York Times,"This is an article from Turning Points, a magazine that explores what critical moments from this year might mean for the year ahead.  Turning Point: An executive at Ikea declared that the West has reached “peak stuff,” with people owning too many things. The Japanese word “tokimeku” means “to spark joy. ” Someone who is adopting my method of tidying must take a possession of hers and ask: “Does this spark joy for me?” This question is the sole basis for choosing what things to keep in one’s home and what to discard. But can we apply this notion of sparking joy on a larger scale? We live in a disorganized and chaotic world, much of it outside our control. I read recently that more than 80 billion articles of clothing are produced each year, but only a negligible few are recycled. As people’s buying habits shift and technology moves most everything to the cloud, people have been valuing experiences over material things. Some have even pointed out that we may have reached a critical point in terms of mass consumption  —   we’ve reached peak stuff. Though it sometimes may seem like our things are threatening to take over our world, we can focus our energy and determination on choosing what makes us happy, and ultimately change our lives. Asking ourselves whether something sparks joy seems like such a simple process  —   so simple that many people wonder whether it can really be effective. The strength of the “spark joy” standard, however, lies in its ambiguity. Let’s consider, for argument’s sake, more precise standards for what to keep or discard, even for something as basic as clothing. Should the number of jackets you own be fewer than 10? Should you discard clothes that you haven’t worn in more than three years? Rules that adopt concise numerical values may appear to be more practical, which is why society often imposes specific standards on us, such as the amount of money we should earn, the ideal body weight we should maintain or the recommended quantity of food we should consume each day. But what makes one person happy, comfortable and healthy varies for the next, so your individual gold standard can be determined only through your own perspective. This is where the magic question  —   Does it spark joy?  —   comes into play. Continually assessing whether the belongings in your life spark joy allows you to hone your judgment. Over time, your ability to identify what is worth keeping will extend from your home to your career to your relationships. You will be able to discern what makes you happiest and most contented in other aspects of your life. I don’t mean to suggest that tidy homes full of satisfied people who act in accordance with what sparks joy will cure all of our planet’s ills. Yet I believe that people who are pleased with the course and direction of their lives and who have seen what their own determination can achieve can help create a kinder, better world. I’d like to share some ideas on how you can use the concept of tokimeku in your own life. Before you start deciding what sparks joy in your life, you must first get a true sense of the problems you face. For example, when organizing clothes, I ask that you take out all the clothes you own and gather them in one spot, so that you can visually comprehend how much you have. What we don’t often realize is that the furniture and closets in which we store our clothing have a remarkable way of concealing truths we would rather not see (a pilled sweater, for instance, that does not bring any joy). It’s perfectly fine to take advantage of this masking effect on a small scale, but when the amount of things that you don’t need continuously increases  —   along with the time and space that you devote to accumulating those things  —   you will find that it becomes harder to lie to yourself. We also work in much the same way. We often hide our problems inside the closet of our hearts as if they never existed. Whenever my mind clouds over and I feel overwhelmed, I immediately take out a sketchbook. I write down all the emotions that I feel and the possible reasons behind them across a blank white page. Once you’ve pinpointed your problems, identify specific solutions. For each problem, assign a concrete task such as “contact and consult a professional” or “reply immediately with an email. ” These actions should be as clear and specific as possible. Indeed, the ultimate goal of organizing is to remedy the state of untidiness and prevent its recurrence. When choosing these actions, you must never forget to ask yourself whether each action sparks joy and makes sense for you. Once you’ve compiled a list, all you have to do is serenely execute these tasks. I also keep a   list in my sketchbook. Each time I complete a task, I put a checkmark next to it. As I complete the tasks one by one, I get a joyful feeling of lightness, as though I have completely finished tidying up my home. It sounds simple, but this is exactly the moment that sparks joy for me. The “spark joy” standard for tidiness depends on the individual. You cannot force people to tidy, nor should you try. But there can be communal applications for this idea. More and more, I feel that the question of whether something sparks joy becomes all the more effective when people can exchange views and share a common vision for the future. Understanding and appreciating the concept of tokimeku in the midst of a confusing and disorderly world will allow us to clarify our ideals, and help us gain confidence in our ability to lead productive lives and develop a sense of responsibility to those around us. From there, we can act with focus and certainty while improving our lives and our beautiful  —   if still very messy  —   world.",0
26310, Erik Erikson: Trump’s Russia Leak ‘Is Actually Far Worse Than What is Being Reported’ (DETAILS),"Conservative pundit Erik Erikson is weighing in on Donald Trump s decision to blab highly classified information to the Russians during a closed-door meeting at the White House and he is vouching for at least one of the sources.In a blog post on his website, The Resurgent, Erikson said that usually, he takes  these stories about the President with a grain of salt.  But this time, things are different because he knows that the information is coming from a credible source whom he knows personally. He notes that the source is actually very pro-Trump,  or at least has been and was during Campaign 2016. Erikson explains that since Trump refuses to accept any advice or criticism, members of his administration  are left with no other option but to go to the media, leak the story, and hope that the intense blowback gives the President a swift kick in the butt. Perhaps then he will recognize he screwed up. I am told that what the President did is actually far worse than what is being reported. The President does not seem to realize or appreciate that his bragging can undermine relationships with our allies and with human intelligence sources. He also does not seem to appreciate that his loose lips can get valuable assets in the field killed,  Erikson writes. You can call these sources disloyal, traitors, or whatever you want,  he continues.  But please ask yourself a question   if the President, through inexperience and ignorance, is jeopardizing our national security and will not take advice or corrective action, what other means are available to get the President to listen and recognize the error of his ways? Erikson concludes by affirming his absolute belief that the information about Trump sharing top secret info with Russia is credible.  This is a real problem and I treat this story very seriously because I know just how credible, competent, and serious   as well as seriously pro-Trump, at least one of the sources is. Featured image via Olivier Douliery   Pool/Getty Images",1
46627,For women at the U.S. Congress: the right to bare arms?,"WASHINGTON (Reuters) - After an internet-fueled furor over rules barring women in sleeveless attire, U.S. House of Representatives Speaker Paul Ryan pledged on Thursday that House officials would review and perhaps modernize the chamber’s dress code. Ryan made his announcement a week after a CBS News report about the long-standing rules went viral on social media. It prompted a slew of reports, including some falsely accusing Ryan of unfairly targeting women, especially given Washington’s notoriously hot summers. The current dress code has been in place for years, including under Nancy Pelosi, a Democrat who was the only woman to serve as House Speaker, from 2007-11. “This is nothing new and certainly not something that I devised,” Ryan said at a news conference. “At the same time, that doesn’t mean that enforcement couldn’t stand to be a bit modernized.” The dress code requires men to wear suit jackets and ties in the House chamber and speaker’s lobby, which is just outside it, and women are not supposed to wear sleeveless tops or dresses without a sweater or jacket. Neither men nor women are allowed to wear open or athletic footwear. Ryan made clear that all of those standards would not go away. “Decorum is important, especially for this institution,” he said. “And a dress code in the chamber, in the lobby makes sense. But we also don’t need to bar otherwise accepted contemporary business attire. So look for a change on that soon.” Amid a flurry of news articles, women House members jumped into the fray. Democratic Representative Jackie Speier circulated a flyer urging women lawmakers to wear sleeveless dresses on “Sleeveless Friday” on July 14, with a photo on the Capitol steps after the day’s first vote. Republican Representative Martha McSally noted she was wearing an outfit that violated the code as she ended a speech in the House chamber on Wednesday. “I want to point out that I’m standing here in my professional attire, which happens to be a sleeveless dress and open-toed shoes,” McSally said. It was not McSally’s first brush with dress codes. In 2001 when she was an Air Force fighter pilot, McSally sued then-Secretary of Defense Donald Rumsfeld over the military’s policy of requiring military women in Saudi Arabia to wear a head-to-toe “abaya” when off base. Pelosi took to social media to welcome Ryan’s statement.  “These unwritten rules are in desperate need of updates,” she said on Twitter. ",0
48275,"Trump expected to set U.S. refugee cap at 45,000: sources","WASHINGTON (Reuters) - The Trump administration plans to cap the number of refugees admitted to the United States in the coming year at 45,000, two people with knowledge of the decision said on Tuesday, and advocates said this historically low level is insufficient in the face of growing humanitarian crises worldwide. That figure would be the lowest ceiling for refugee admissions since the U.S. Refugee Act was signed in 1980. Since then, the ceiling has never been set below 67,000 and in recent years has been around 70,000 to 80,000.  The secretaries of State and Homeland Security are consulting with members of Congress on Wednesday, according to one White House official. The president’s decision on the refugee limit will be announced following that consultation, two officials said. The Wall Street Journal first reported the 45,000 figure on Tuesday. By law, the president is required to consult with members of Congress about the number of refugee admissions before the start of each fiscal year, on Oct. 1.  The number of refugees actually admitted to the country, which can fall below the cap, dropped to its lowest in the fiscal year after the Sept. 11, 2001 terror attacks with only around 27,000 admitted. For fiscal year 2017, which ends Sept. 30, former President Barack Obama established a cap of 110,000 refugees for permanent resettlement in the United States.  After taking office in January, President Donald Trump issued an executive order lowering the maximum number to 50,000 for 2017, saying that more would be “detrimental to the interests of the United States.”  Critics said if the 2018 level is set even lower, it could damage the international reputation of the United States.  “It’s tragic,” said Robert Carey, former director of the Office of Refugee Resettlement under Obama. “It’s really moving away from the commitments the government has had for protections of refugees from both Republican and Democratic administrations,” he said. “Some people will die.” In a speech to the United Nations last week, Trump said that more could be done to help refugees in their home regions. Offering financial assistance to hosting countries “is the safe, responsible, and humanitarian approach,” Trump said. But that type of assistance “ignores all the people who have fled to places that are still not safe,” said another former Obama administration official, Anne Richard. “Those are the people that the U.S. program really rescues,” said Richard, a former assistant secretary for  refugees and migration at the State Department. She said other countries might try to follow suit by closing the door to more refugees.   A September 2016 study by the libertarian think tank the Cato Institute found that of 3.3 million refugees admitted to the United States between 1975 through 2015, 20 were convicted of planning or committing a terrorist attack on U.S. soil.  A spokesman for the Department of Homeland Security declined to comment ahead of Trump’s final decision on the cap. The State Department did not immediately respond to a request for comment. David Inserra from the conservative think tank The Heritage Foundation said Congress should have more of a say in setting the cap to avoid radical swings in the numbers when there is a change in administrations. “When president Obama increased the number dramatically Republicans said they didn’t want that but the consultation process didn’t give them any authority to stop it,” he said. “Now the same is going to be true for the other side.” ",0
22325,,tfw the pussy doesn't want to be grabbed....,1
